index	name	height	weight	description	image
122	Mr. Mime	4' 03"	120.1	Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png
123	Scyther	4' 11"	123.5	Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon's scythes are so effective, they can slice through thick logs in one wicked stroke.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png
124	Jynx	4' 07"	89.5	Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png
125	Electabuzz	3' 07"	66.1	When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png
126	Magmar	4' 03"	98.1	In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon's fiery bursts create heat waves that ignite grass and trees in its surroundings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png
127	Pinsir	4' 11"	121.3	Pinsir is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This Pokémon's movements turn sluggish in cold places.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png
128	Tauros	4' 07"	194.9	This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
129	Magikarp	2' 11"	22.0	Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png
130	Gyarados	21' 04"	518.1	When Magikarp evolves into Gyarados, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this Pokémon's wildly violent nature.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png
131	Lapras	8' 02"	485.0	People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png
132	Ditto	1' 00"	8.8	Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png
133	Eevee	1' 00"	14.3	Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png
134	Vaporeon	3' 03"	63.9	Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png
135	Jolteon	2' 07"	54.0	Jolteon's cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png
136	Flareon	2' 11"	55.1	Flareon's fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon's body temperature can rise to a maximum of 1,650 degrees Fahrenheit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png
137	Porygon	2' 07"	80.5	Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png
138	Omanyte	1' 04"	16.5	Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/138.png
139	Omastar	3' 03"	77.2	Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/139.png
140	Kabuto	1' 08"	25.4	Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png
141	Kabutops	4' 03"	89.3	Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png
142	Aerodactyl	5' 11"	130.1	Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png
143	Snorlax	6' 11"	1014.1	Snorlax's typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png
144	Articuno	5' 07"	122.1	Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png
145	Zapdos	5' 03"	116.0	Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png
146	Moltres	6' 07"	132.3	Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png
147	Dratini	5' 11"	7.3	Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/147.png
148	Dragonair	13' 01"	36.4	Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/148.png
149	Dragonite	7' 03"	463.0	Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/149.png
150	Mewtwo	6' 07"	269.0	Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png
151	Mew	1' 04"	8.8	Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/151.png
152	Chikorita	2' 11"	14.1	In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/152.png
153	Bayleef	3' 11"	34.8	Bayleef's neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/153.png
154	Meganium	5' 11"	221.6	The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/154.png
155	Cyndaquil	1' 08"	17.4	Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/155.png
156	Quilava	2' 11"	41.9	Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/156.png
157	Typhlosion	5' 07"	175.3	Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png
